,Transported,HomePlanet_Europa,HomePlanet_Mars,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,CryoSleep_True,VIP_True,Expense_scaled,Expense_encoded,Age_scaled,Group_id,Member_id,Name_Length,Group_members,Deck_fact,Cabin_side_fact,Cabin_Num
83,1,0,0,0,1,1,0,-0.5958835225145892,1.0,-0.196971897373475,91,1,15,2,6,1,16
84,0,0,0,0,1,0,0,-0.17506008000756557,1.0,-0.12707506283466122,91,2,14,2,5,1,20
85,0,0,0,0,1,0,0,-0.30392469670979066,1.0,-0.6862497391451715,92,1,14,3,6,0,9
86,1,0,0,0,1,1,0,-0.6268587155124732,1.0,-2.014289595382633,92,2,12,3,6,0,9
87,1,0,0,0,1,1,0,-0.7324603324412468,0.0,-1.804599091766192,92,3,12,3,6,0,9
88,0,1,0,0,1,0,0,0.39085009994418707,1.0,1.7601394697133108,97,1,15,1,0,1,2
89,0,0,0,0,1,0,0,-0.18964852718140238,1.0,-0.196971897373475,98,1,15,2,6,0,11
90,1,0,0,0,1,0,0,1.6108089948562896,1.0,-0.196971897373475,98,2,16,2,6,0,11
91,0,0,0,1,0,0,0,0.05835507477382327,1.0,-0.40666240098991635,99,1,17,2,5,0,19
92,1,0,0,0,1,1,0,-0.7324603324412468,0.0,-1.8744959263050058,99,2,16,2,6,0,12
93,1,0,1,0,1,1,0,-0.7324603324412468,0.0,0.15251227532059392,101,1,9,1,4,1,608
94,0,0,0,0,1,0,0,-0.17262867214525943,1.0,-0.7561465736839853,102,1,13,1,5,1,23
95,1,0,0,0,1,0,0,-0.44368372062066785,1.0,-0.33676556645110256,103,1,14,3,5,1,24
96,1,0,0,0,0,1,0,-0.7324603324412468,0.0,-1.3852180845333093,103,2,15,3,6,1,18
97,0,0,0,0,1,1,0,-0.7324603324412468,0.0,-1.5949085881497507,103,3,14,3,6,1,18
98,0,0,0,0,1,1,0,-0.3051404006409437,1.0,-0.12707506283466122,105,1,16,1,5,0,21
99,0,0,1,0,1,0,0,0.3403983868013348,1.0,-0.5464560700675439,107,1,11,1,3,1,2
100,0,0,0,0,1,1,0,-0.7324603324412468,0.0,-0.40666240098991635,108,1,16,3,6,1,19
101,0,0,0,0,1,0,0,-0.19268778700928504,1.0,0.15251227532059392,108,2,16,3,6,1,19
102,1,0,0,0,1,0,1,-0.7324603324412468,0.0,-2.014289595382633,108,3,15,3,6,1,19
103,0,1,0,0,1,0,0,2.3730553596892627,1.0,0.22240910985940768,110,1,17,4,4,1,608
104,0,1,0,0,1,1,0,0.4941849340921977,1.0,0.781583786169918,110,2,15,4,1,0,5
105,1,1,0,0,1,0,0,2.831375741733969,1.0,0.9213774552475456,110,3,17,4,1,0,5
106,1,1,0,0,1,1,0,-0.7324603324412468,0.0,-0.057178228295847434,110,4,15,4,1,0,5
107,1,1,0,0,1,1,0,-0.7324603324412468,0.0,0.012718606242966344,111,1,13,1,4,1,6
108,1,1,0,0,0,0,1,0.880778784198873,1.0,1.3407584624804283,112,1,12,1,1,1,1
109,1,0,0,0,1,0,0,-0.24374735211771384,1.0,2.4591078151014485,113,1,12,1,5,0,23
110,0,0,0,0,1,0,0,-0.1811385996633309,1.0,-0.12707506283466122,114,1,15,1,6,1,20
111,1,0,1,0,1,1,0,-0.5471537483345824,1.0,-0.196971897373475,115,1,9,1,5,0,24
112,1,1,0,0,1,0,0,0.8722688566808016,1.0,0.29230594439822144,116,1,15,1,3,0,4
113,0,0,1,0,1,0,0,2.831375741733969,1.0,0.7116869516311042,119,1,12,2,0,0,0
114,1,1,0,0,1,1,0,-0.7324603324412468,0.0,-1.1056307463780541,119,2,14,2,0,0,0
115,1,0,1,0,1,1,0,-0.5471537483345824,1.0,-0.33676556645110256,120,1,10,1,5,0,25
116,0,0,0,0,1,0,0,-0.2625907630505864,1.0,0.012718606242966344,122,1,13,1,6,1,21
117,0,0,0,0,1,0,0,-0.3057482526065203,1.0,-0.7561465736839853,123,1,12,1,5,0,27
118,1,0,1,0,1,1,0,-0.7324603324412468,0.0,2.6687983187178896,126,1,10,1,5,1,27
119,0,0,1,0,1,0,0,-0.11123562362202956,1.0,0.432099613475849,127,1,12,1,4,1,7
120,0,0,1,0,1,0,1,1.099605491806425,1.0,2.249417311485007,128,1,10,2,3,1,3
121,0,0,1,0,1,0,0,0.5494994629596622,1.0,1.131067958863987,128,2,11,2,4,1,8
122,1,0,0,1,0,1,0,-0.6268587155124732,1.0,-0.47655923552873014,129,1,11,1,6,1,22
123,1,0,1,0,1,1,0,-0.7324603324412468,0.0,-0.6862497391451715,133,1,10,2,5,1,29
124,0,0,1,0,1,0,0,0.9318383493073018,1.0,0.5019964480146628,133,2,11,2,3,1,5
125,1,0,0,0,1,0,0,-0.2802184700523059,1.0,-0.6862497391451715,134,1,16,1,6,0,17
126,0,0,0,1,0,0,0,-0.2941990652605661,1.0,1.2708616279416145,136,1,16,1,6,1,23
127,1,0,0,0,1,1,0,-0.7324603324412468,0.0,-1.1056307463780541,138,1,12,2,6,0,18
128,0,0,0,0,0,0,0,-0.2504337237390557,1.0,0.36220277893703523,138,2,11,2,4,0,5
129,1,1,0,0,0,1,0,-0.7324603324412468,0.0,0.432099613475849,139,1,13,1,2,1,6
130,1,0,0,0,1,1,0,-0.7324603324412468,0.0,-0.33676556645110256,140,1,16,2,6,0,19
131,0,0,0,0,1,0,0,-0.18417785949121357,1.0,-0.196971897373475,140,2,16,2,5,0,29
132,0,0,1,0,1,0,0,-0.5369218818536655,1.0,0.15251227532059392,141,1,12,1,5,0,30
133,1,0,0,0,1,0,0,-0.3495135941280307,1.0,-0.6163529046063577,144,1,13,1,5,1,31
134,0,0,0,0,1,0,0,-0.7324603324412468,0.0,1.8999331387909384,146,1,17,1,6,1,25
135,1,0,0,0,1,1,0,-0.7324603324412468,0.0,1.4805521315580557,147,1,17,1,6,1,26
136,0,0,1,0,1,0,0,-0.028567756303621013,1.0,0.9213774552475456,148,1,11,1,5,0,31
137,1,0,0,0,0,1,0,-0.7324603324412468,0.0,0.0006914905982208967,149,1,18,1,6,1,27
138,0,0,0,0,0,1,0,-0.7324603324412468,0.0,0.6417901170922904,151,1,13,1,6,0,20
139,0,0,0,0,0,0,0,-0.3634941893362909,1.0,0.8514806207087318,152,1,12,1,5,0,32
140,0,0,0,0,1,0,0,1.808360883668663,1.0,-0.47655923552873014,160,1,13,1,6,0,22
141,1,1,0,0,1,1,0,-0.7324603324412468,0.0,-0.196971897373475,163,1,18,2,1,0,8
142,1,1,0,0,1,1,0,-0.7324603324412468,0.0,-0.826043408222799,163,2,18,2,1,0,8
143,1,0,0,0,1,0,0,0.5951727168022671,1.0,1.9698299733297522,164,1,15,2,6,1,28
144,0,0,0,1,0,1,0,-0.7324603324412468,0.0,-0.826043408222799,164,2,16,2,6,1,28
145,1,0,1,0,1,1,1,-0.7324603324412468,0.0,0.432099613475849,165,1,12,1,5,0,37
146,1,0,1,0,1,1,0,-0.7324603324412468,0.0,-1.1056307463780541,167,1,11,2,5,1,35
147,0,0,1,0,1,0,0,0.22308295744506382,1.0,-0.12707506283466122,167,2,10,2,5,1,35
148,0,0,0,0,1,1,0,-0.7324603324412468,0.0,0.15251227532059392,169,1,14,1,6,0,23
149,0,0,0,0,1,0,0,-0.25347298356693837,1.0,-0.33676556645110256,170,1,16,1,4,1,10
150,1,0,0,1,0,1,0,-0.7324603324412468,0.0,-0.6862497391451715,171,1,18,1,6,1,30
151,1,0,0,0,1,1,0,-0.7324603324412468,0.0,0.22240910985940768,172,1,16,1,6,0,24
152,1,0,0,0,1,1,0,-0.13068688652047863,1.0,2.039726807868566,173,1,14,1,4,1,11
153,0,0,0,0,0,0,0,-0.3720041168543624,1.0,-0.5464560700675439,174,1,13,1,5,0,38
154,0,1,0,0,1,0,0,2.831375741733969,1.0,0.6417901170922904,177,1,16,1,1,1,2
155,0,0,1,0,1,0,0,1.5299646834346108,1.0,0.6417901170922904,178,1,9,1,3,1,6
156,1,0,0,0,1,0,0,-0.18174645162890743,1.0,-0.6862497391451715,179,1,18,3,6,0,26
157,0,0,0,0,1,0,0,-0.7324603324412468,0.0,-2.014289595382633,179,2,17,3,6,0,26
158,1,0,0,0,1,0,0,-0.7324603324412468,0.0,-1.804599091766192,179,3,18,3,6,0,26
159,0,0,0,0,1,0,0,-0.49296665800409256,1.0,-0.6163529046063577,181,1,15,1,6,0,27
160,1,1,0,0,1,1,0,-0.7324603324412468,0.0,-0.33676556645110256,182,1,14,1,2,0,3
161,1,0,0,0,1,0,0,-0.23341386870291278,1.0,0.5718932825534766,183,1,12,1,5,1,36
162,0,0,0,0,1,0,0,-0.1136670314843357,1.0,-0.26686873191228877,186,1,17,1,6,0,28
163,1,0,0,0,1,1,0,-0.7324603324412468,0.0,1.8999331387909384,188,1,12,1,6,1,31
164,0,0,0,0,0,0,0,-0.25347298356693837,1.0,1.4106552970192419,189,1,13,1,4,0,8
165,0,0,0,0,0,1,0,-0.7324603324412468,0.0,-1.2454244154556817,190,1,16,1,6,1,32
166,1,0,0,0,1,1,0,-0.7324603324412468,0.0,-1.9443927608438196,192,1,15,3,6,0,29
167,0,0,0,0,1,0,0,-0.7324603324412468,0.0,-1.455114919072123,192,2,16,3,6,0,29
168,0,0,0,0,1,0,0,-0.18053074769775437,1.0,0.7116869516311042,192,3,16,3,6,0,29
169,1,0,1,0,1,1,0,-0.7324603324412468,0.0,-1.8744959263050058,193,1,7,3,5,0,41
170,0,0,1,0,1,0,0,0.0605966003080669,1.0,-0.40666240098991635,193,2,9,3,5,0,41
171,1,0,1,0,1,0,0,-0.7324603324412468,0.0,-2.014289595382633,193,3,9,3,5,0,41
172,1,0,1,0,1,0,0,0.04133521973768033,1.0,0.7116869516311042,195,1,9,1,5,0,42
173,0,0,1,1,0,0,0,0.3483004623538297,1.0,-0.26686873191228877,196,1,11,1,3,0,5
174,0,1,0,0,1,0,0,0.6911289709389946,1.0,0.5019964480146628,197,1,14,1,2,0,5
175,1,0,0,1,0,1,0,-0.7324603324412468,0.0,1.6203458006356832,198,1,13,1,6,0,30
176,0,0,0,0,1,1,0,-0.7324603324412468,0.0,-0.7561465736839853,199,1,14,1,6,1,33
177,1,0,0,0,1,1,0,-0.7324603324412468,0.0,-0.9658370773004266,200,1,15,1,6,0,31
178,1,1,0,0,1,1,0,-0.7324603324412468,0.0,0.432099613475849,201,1,17,2,1,1,3
179,1,1,0,0,1,1,0,-0.7324603324412468,0.0,1.2708616279416145,201,2,17,2,1,1,3
180,1,1,0,0,0,1,0,-0.7324603324412468,0.0,1.131067958863987,202,1,14,2,1,0,9
181,1,1,0,0,0,0,0,1.6550175632618331,1.0,0.0006914905982208967,202,2,13,2,0,0,2
182,1,1,0,0,1,1,0,-0.7324603324412468,0.0,1.5504489660968694,203,1,15,1,2,1,8
183,0,0,0,0,1,0,0,-0.2625907630505864,1.0,0.012718606242966344,205,1,13,1,6,1,34
184,1,1,0,0,0,0,0,1.0795463769423994,1.0,0.0006914905982208967,206,1,15,1,2,1,9
185,0,0,0,1,0,1,0,-0.7324603324412468,0.0,-0.6862497391451715,207,1,17,1,6,0,32
186,1,0,1,0,0,1,0,-0.6268587155124732,1.0,-0.33676556645110256,210,1,14,1,3,0,6
187,1,0,1,0,1,0,0,-0.10029428824165196,1.0,0.012718606242966344,211,1,12,3,5,0,44
188,1,0,1,0,1,1,0,-0.7324603324412468,0.0,-1.2454244154556817,211,2,11,3,5,0,44
189,0,0,1,0,1,0,0,0.08023774553457848,1.0,-0.826043408222799,211,3,11,3,5,0,44
190,0,0,0,0,1,0,0,-0.1355497022450909,1.0,-1.1056307463780541,212,1,13,2,4,0,9
191,0,0,0,0,1,0,0,-0.28751269363922427,1.0,0.432099613475849,212,2,15,2,5,0,45
192,0,0,0,0,1,0,0,-0.24982587177347917,1.0,-0.5464560700675439,213,1,14,1,5,0,46
193,0,0,0,0,0,0,0,0.46743944760683026,1.0,-0.5464560700675439,216,1,13,1,5,1,40
194,0,0,0,0,1,0,0,0.2060631024089209,1.0,0.6417901170922904,217,1,16,1,5,0,47
195,1,0,0,0,1,1,0,-0.7324603324412468,0.0,-0.6862497391451715,219,1,10,1,6,0,36
196,1,0,0,0,1,1,0,-0.7324603324412468,0.0,-1.8744959263050058,220,1,13,7,6,0,37
197,1,0,0,0,1,0,0,-0.7324603324412468,0.0,-2.014289595382633,220,2,13,7,6,0,37
198,0,0,0,0,1,1,0,-0.7324603324412468,0.0,-1.1056307463780541,220,3,15,7,6,0,37
199,0,0,0,0,1,0,0,-0.5016412106037073,1.0,-0.26686873191228877,220,4,13,7,4,0,10
200,0,0,0,0,1,0,0,-0.06260746637590689,1.0,-0.8959402427616128,220,5,15,7,5,0,48
201,0,0,0,0,0,0,0,-0.7324603324412468,0.0,-1.9443927608438196,220,6,14,7,6,0,37
202,1,0,0,0,1,1,0,-0.7324603324412468,0.0,-0.9658370773004266,220,7,13,7,6,0,37
203,0,0,1,0,0,0,0,0.6996388984570661,1.0,-0.5464560700675439,221,1,11,7,4,1,13
204,0,0,1,0,1,0,0,0.056531518877093664,1.0,-0.40666240098991635,221,2,11,7,4,1,13
205,0,0,1,0,1,0,0,0.5646957620990756,1.0,0.29230594439822144,221,3,10,7,4,1,13
206,1,0,1,0,1,1,0,-0.7324603324412468,0.0,-0.5464560700675439,221,4,10,7,4,1,13
207,0,0,1,0,1,0,0,0.8461312221610106,1.0,0.8514806207087318,221,5,11,7,4,1,13
208,0,0,1,0,1,0,0,0.10029686039860407,1.0,-0.8959402427616128,221,6,9,7,4,1,13
209,0,0,1,0,1,1,0,-0.7324603324412468,0.0,0.9213774552475456,221,7,9,7,4,1,13
210,0,0,1,0,1,0,0,0.12886590278070115,1.0,-0.6163529046063577,222,1,10,3,5,1,41
211,1,0,1,0,1,1,0,-0.7324603324412468,0.0,-0.33676556645110256,222,2,9,3,5,1,41
212,1,0,1,0,1,1,0,-0.7324603324412468,0.0,-0.8959402427616128,222,3,11,3,4,1,14
213,0,0,0,0,1,0,0,-0.3215524037115101,1.0,-0.5464560700675439,223,1,11,1,6,1,35
214,0,0,1,0,1,0,1,0.3738302449080441,1.0,0.22240910985940768,224,1,11,1,5,1,42
215,1,0,0,1,0,1,0,-0.7324603324412468,0.0,2.039726807868566,225,1,12,1,6,0,38
216,0,0,0,0,1,0,0,-0.24435520408329037,1.0,-0.33676556645110256,229,1,15,1,5,1,43
217,0,0,1,0,1,0,0,0.36532031738997267,1.0,0.08261544078178013,231,1,9,1,5,1,44
218,0,0,0,1,0,1,0,-0.45401720403546897,1.0,-0.12707506283466122,232,1,15,1,6,1,36
219,0,0,1,0,1,0,0,0.33128060731768677,1.0,0.22240910985940768,233,1,9,1,5,1,45
220,0,0,0,0,1,0,0,-0.056110977082627515,1.0,0.9912742897863592,234,1,12,1,5,0,50
221,1,1,0,0,1,1,0,-0.7324603324412468,0.0,0.9213774552475456,237,1,12,1,1,0,11
222,0,0,1,0,1,0,0,-0.09543147251703969,1.0,0.5718932825534766,239,1,12,1,4,1,608
223,1,0,1,0,1,1,0,-0.7324603324412468,0.0,0.432099613475849,240,1,11,1,5,0,52
224,0,1,0,0,0,1,0,2.831375741733969,1.0,0.29230594439822144,241,1,12,1,4,0,11
225,0,0,1,0,1,0,0,0.050452999221328336,1.0,-0.7561465736839853,242,1,10,1,5,1,46
226,0,0,0,0,1,1,0,-0.7324603324412468,0.0,-0.5464560700675439,243,1,17,1,6,1,37
227,1,0,1,0,1,1,0,-0.7324603324412468,0.0,0.9912742897863592,244,1,9,2,4,1,608
228,1,0,1,0,0,1,1,-0.7324603324412468,0.0,-1.0357339118392404,244,2,8,2,5,1,47
229,1,1,0,0,0,0,0,1.4424340003915899,1.0,1.2009647934028007,245,1,17,2,2,0,6
230,0,1,0,0,1,0,0,2.831375741733969,1.0,0.29230594439822144,245,2,17,2,2,0,6
231,0,0,1,0,1,0,0,1.2497449273038288,1.0,-0.5464560700675439,246,1,9,1,3,0,8
232,0,1,0,0,1,0,0,2.831375741733969,1.0,0.29230594439822144,248,1,16,1,2,1,10
233,0,0,0,1,0,1,0,-0.5958835225145892,1.0,1.2708616279416145,250,1,16,1,6,1,38
234,1,0,1,0,0,1,0,-0.7324603324412468,0.0,1.7601394697133108,251,1,13,1,2,1,11
235,0,0,0,0,1,0,0,0.2224751054794873,1.0,0.08261544078178013,252,1,13,1,5,0,53
236,0,0,0,0,1,0,0,-0.19268778700928504,1.0,0.012718606242966344,253,1,13,1,6,0,42
237,1,0,0,0,1,0,0,0.0516687031524814,1.0,-0.5464560700675439,254,1,12,1,5,0,54
238,1,1,0,0,1,1,0,-0.7324603324412468,0.0,-0.33676556645110256,255,1,14,1,0,1,3
239,0,0,1,0,0,0,0,0.38460695520687843,1.0,-0.5464560700675439,257,1,12,2,5,1,49
240,1,0,1,0,1,1,0,-0.7324603324412468,0.0,2.1795204769461938,257,2,12,2,5,1,49
241,0,0,0,0,1,0,0,-0.30453254867536717,1.0,-0.47655923552873014,258,1,17,1,5,1,50
242,0,1,0,0,1,0,0,2.831375741733969,1.0,-0.196971897373475,260,1,14,1,4,1,16
243,0,0,0,0,1,0,0,-0.1866092673535197,1.0,-0.196971897373475,261,1,14,1,5,0,56
244,1,0,0,0,1,1,0,-0.7324603324412468,0.0,-0.057178228295847434,263,1,12,1,6,0,43
245,1,1,0,0,1,1,0,-0.5433340147225798,1.0,0.7116869516311042,265,1,15,1,3,1,8
246,0,0,0,0,1,0,0,-0.20180556649293305,1.0,-1.1056307463780541,267,1,17,1,5,1,51
247,1,0,0,0,0,0,0,-0.23219816477175972,1.0,1.2708616279416145,269,1,18,1,5,1,52
248,0,0,0,0,1,0,0,0.11427745560686435,1.0,2.3892109805626345,270,1,17,1,5,0,59
249,1,1,0,0,0,1,0,-0.7324603324412468,0.0,0.0006914905982208967,275,1,12,1,3,1,9
250,1,0,0,0,0,0,0,0.7792675059475919,1.0,1.4805521315580557,277,1,16,1,5,0,61
251,0,0,0,0,1,0,0,-0.0073812029026206856,1.0,0.432099613475849,278,1,13,2,4,1,608
252,0,0,0,0,1,0,0,-0.4625740597252659,1.0,1.131067958863987,278,2,14,2,6,0,45
253,1,0,0,0,1,0,0,0.5306560520267898,1.0,-0.6862497391451715,281,1,13,1,5,0,63
254,1,0,0,0,1,0,0,-0.17445222804198904,1.0,-0.5464560700675439,282,1,14,1,5,1,54
255,1,0,0,1,0,1,0,-0.7324603324412468,0.0,0.012718606242966344,283,1,12,2,6,0,46
256,1,0,0,0,1,0,0,-0.24435520408329037,1.0,-0.47655923552873014,283,2,12,2,5,0,64
257,1,1,0,0,1,1,0,-0.7324603324412468,0.0,-1.0357339118392404,285,1,17,2,4,0,16
