,Transported,Age,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,HomePlanet_Europa,HomePlanet_Mars,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,CryoSleep_True,VIP_True
109,1,64.0,0.0,0.0,804.0,0.0,0.0,0,0,0,1,0,0
110,0,27.0,82.0,157.0,429.0,238.0,1.0,0,0,0,1,0,0
111,1,26.0,0.0,0.0,0.0,0.0,304.8547912992357,0,1,0,1,1,0
112,1,33.0,1.0,2223.0,0.0,12.0,404.0,1,0,0,1,0,0
113,0,39.0,0.0,2344.0,0.0,65.0,6898.0,0,1,0,1,0,0
114,1,13.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0
115,1,24.0,0.0,0.0,0.0,0.0,304.8547912992357,0,1,0,1,1,0
116,0,29.0,0.0,0.0,0.0,699.0,74.0,0,0,0,1,0,0
117,0,18.0,55.0,597.0,49.0,0.0,1.0,0,0,0,1,0,0
118,1,67.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,1,0
119,0,35.0,701.0,0.0,296.0,0.0,25.0,0,1,0,1,0,0
120,0,61.0,2353.0,334.0,9.0,316.0,2.0,0,1,0,1,0,1
121,0,45.0,2103.0,6.0,0.0,0.0,0.0,0,1,0,1,0,0
122,1,22.0,0.0,0.0,173.72916912197996,0.0,0.0,0,0,1,0,1,0
123,1,19.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,1,0
124,0,36.0,2738.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0
125,1,19.0,0.0,14.0,730.0,0.0,0.0,0,0,0,1,0,0
126,0,47.0,97.0,418.0,126.0,25.0,55.0,0,0,1,0,0,0
127,1,13.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0
128,0,34.0,0.0,22.0,0.0,564.0,207.0,0,0,0,0,0,0
129,1,35.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0
130,1,24.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0
131,0,26.0,440.0,0.0,0.0,0.0,462.0,0,0,0,1,0,0
132,0,31.0,224.687617481203,0.0,97.0,0.0,0.0,0,1,0,1,0,0
133,1,20.0,0.0,420.0,210.0,0.0,0.0,0,0,0,1,0,0
134,0,56.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0
135,1,50.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0
136,0,42.0,1072.0,0.0,10.0,0.0,76.0,0,1,0,1,0,0
137,1,28.82793046746535,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0
138,0,38.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0
139,0,41.0,0.0,0.0,0.0,0.0,607.0,0,0,0,0,0,0
140,0,22.0,4119.0,0.0,0.0,0.0,61.0,0,0,0,1,0,0
141,1,26.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0
142,1,17.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0
143,1,57.0,50.0,1688.0,0.0,311.1387779083431,135.0,0,0,0,1,0,0
144,0,17.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0
145,1,35.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,1,1
146,1,13.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,1,0
147,0,27.0,1365.0,0.0,48.0,22.0,137.0,0,1,0,1,0,0
148,0,31.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0
149,0,24.0,0.0,0.0,0.0,221.0,567.0,0,0,0,1,0,0
150,1,19.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0
151,1,32.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0
152,1,58.0,0.0,985.0,0.0,5.0,0.0,0,0,0,1,1,0
153,0,21.0,287.0,0.0,16.0,115.0,175.0,0,0,0,0,0,0
154,0,38.0,0.0,10346.0,1.0,14970.0,2111.0,1,0,0,1,0,0
155,0,38.0,3414.0,0.0,161.0,28.0,119.0,0,1,0,1,0,0
156,1,19.0,1.0,219.0,673.0,2.0,11.0,0,0,0,1,0,0
157,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0
158,1,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0
159,0,20.0,0.0,0.0,3.0,299.0,92.0,0,0,0,1,0,0
160,1,24.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0
161,1,37.0,17.0,146.0,426.0,0.0,232.0,0,0,0,1,0,0
162,0,25.0,62.0,0.0,0.0,0.0,956.0,0,0,0,1,0,0
163,1,56.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0
164,0,49.0,84.0,3.0,401.0,202.0,98.0,0,0,0,0,0,0
165,0,11.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0
166,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0
167,0,8.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0
168,0,39.0,0.0,0.0,10.0,898.0,0.0,0,0,0,1,0,0
169,1,2.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,1,0
170,0,23.0,224.687617481203,0.0,8.0,1072.0,0.0,0,1,0,1,0,0
171,1,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0
172,1,39.0,406.0,0.0,867.0,0.0,0.0,0,1,0,1,0,0
173,0,25.0,1052.0,0.0,719.0,0.0,7.0,0,1,1,0,0,0
174,0,36.0,0.0,972.0,0.0,795.0,575.0,1,0,0,1,0,0
175,1,52.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0
176,0,18.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0
177,1,15.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0
178,1,35.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0
179,1,47.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0
180,1,45.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0
181,1,28.82793046746535,0.0,2433.0,173.72916912197996,878.0,443.0,1,0,0,0,0,0
182,1,51.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0
183,0,29.0,0.0,2.0,66.0,0.0,705.0,0,0,0,1,0,0
184,1,28.82793046746535,2.0,1720.0,12.0,1125.0,122.0,1,0,0,0,0,0
185,0,19.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0
186,1,24.0,0.0,0.0,173.72916912197996,0.0,0.0,0,1,0,0,1,0
187,1,29.0,902.0,1.0,137.0,0.0,0.0,0,1,0,1,0,0
188,1,11.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,1,0
189,0,17.0,848.0,0.0,307.0,182.0,0.0,0,1,0,1,0,0
190,0,13.0,192.0,0.0,0.0,51.0,739.0,0,0,0,1,0,0
191,0,35.0,147.0,188.0,0.0,10.0,387.0,0,0,0,1,0,0
192,0,21.0,367.0,281.0,0.0,0.0,146.0,0,0,0,1,0,0
193,0,21.0,0.0,56.0,0.0,0.0,1918.0,0,0,0,0,0,0
194,0,38.0,1517.0,0.0,0.0,27.0,0.0,0,0,0,1,0,0
195,1,19.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0
196,1,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0
197,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0
198,0,13.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0
199,0,25.0,122.0,84.0,173.72916912197996,0.0,0.0,0,0,0,1,0,0
200,0,16.0,0.0,3.0,0.0,0.0,1099.0,0,0,0,1,0,0
201,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
202,1,15.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0
203,0,21.0,2237.0,0.0,119.0,0.0,0.0,0,1,0,0,0,0
204,0,23.0,1215.0,80.0,1.0,2.0,0.0,0,1,0,1,0,0
205,0,33.0,1933.0,12.0,188.0,1.0,0.0,0,1,0,1,0,0
206,1,21.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,1,0
207,0,41.0,1230.0,0.0,301.0,43.0,1023.0,0,1,0,1,0,0
208,0,16.0,915.0,0.0,221.0,234.0,0.0,0,1,0,1,0,0
209,0,42.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,1,0
210,0,20.0,1406.0,0.0,0.0,11.0,0.0,0,1,0,1,0,0
211,1,24.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,1,0
212,1,16.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,1,0
213,0,21.0,0.0,2.0,665.0,0.0,9.0,0,0,0,1,0,0
214,0,32.0,181.0,0.0,5.0,1634.0,0.0,0,1,0,1,0,1
215,1,58.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0
216,0,24.0,4.0,7.0,0.0,713.0,79.0,0,0,0,1,0,0
217,0,30.0,85.0,0.0,1.0,1720.0,0.0,0,1,0,1,0,0
218,0,27.0,0.0,458.07720329024676,0.0,0.0,0.0,0,0,1,0,1,0
219,0,32.0,56.0,0.0,256.0,1438.0,0.0,0,1,0,1,0,0
220,0,43.0,224.687617481203,888.0,0.0,0.0,0.0,0,0,0,1,0,0
221,1,42.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0
222,0,37.0,637.0,0.0,0.0,92.0,319.0,0,1,0,1,0,0
223,1,35.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,1,0
224,0,33.0,0.0,1249.0,0.0,4812.0,1116.0,1,0,0,0,1,0
225,0,18.0,313.0,1.0,691.0,283.0,0.0,0,1,0,1,0,0
226,0,21.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0
227,1,43.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,1,0
228,1,14.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,1
229,1,46.0,0.0,3571.0,0.0,0.0,7.0,1,0,0,0,0,0
230,0,33.0,0.0,86.0,796.0,584.0,10912.0,1,0,0,1,0,0
231,0,21.0,2947.0,0.0,287.0,27.0,0.0,0,1,0,1,0,0
232,0,33.0,0.0,1.0,0.0,8620.0,1063.0,1,0,0,1,0,0
233,0,47.0,224.687617481203,0.0,0.0,0.0,0.0,0,0,1,0,1,0
234,1,54.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0
235,0,30.0,335.0,695.0,541.0,0.0,0.0,0,0,0,1,0,0
236,0,29.0,272.0,615.0,0.0,0.0,1.0,0,0,0,1,0,0
237,1,21.0,702.0,172.0,408.0,2.0,6.0,0,0,0,1,0,0
238,1,24.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0
239,0,21.0,1664.0,0.0,173.72916912197996,0.0,0.0,0,1,0,0,0,0
240,1,60.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,1,0
241,0,22.0,0.0,0.0,313.0,299.0,92.0,0,0,0,1,0,0
242,0,26.0,0.0,4810.0,0.0,981.0,2054.0,1,0,0,1,0,0
243,0,26.0,66.0,29.0,0.0,0.0,803.0,0,0,0,1,0,0
244,1,28.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0
245,1,39.0,0.0,0.0,0.0,311.1387779083431,0.0,1,0,0,1,1,0
246,0,13.0,118.0,0.0,0.0,754.0,1.0,0,0,0,1,0,0
247,1,47.0,0.0,231.0,592.0,0.0,0.0,0,0,0,0,0,0
248,0,63.0,0.0,25.0,128.0,0.0,1240.0,0,0,0,1,0,0
249,1,28.82793046746535,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0
250,1,50.0,44.0,2390.0,0.0,53.0,0.0,0,0,0,0,0,0
251,0,35.0,0.0,0.0,0.0,888.0,304.8547912992357,0,0,0,1,0,0
252,0,45.0,0.0,97.0,0.0,14.0,333.0,0,0,0,1,0,0
253,1,19.0,0.0,0.0,2078.0,0.0,0.0,0,0,0,1,0,0
254,1,21.0,0.0,918.0,0.0,0.0,0.0,0,0,0,1,0,0
255,1,29.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0
256,1,22.0,146.0,654.0,1.0,0.0,2.0,0,0,0,1,0,0
257,1,14.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0
258,1,42.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0
259,0,57.0,3.0,1281.0,29.0,162.0,13.0,0,0,0,0,0,0
260,1,39.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0
261,0,28.0,0.0,587.0,32.0,6.0,1460.0,1,0,0,1,0,0
262,0,19.0,0.0,0.0,0.0,0.0,828.0,0,0,0,0,0,0
263,1,19.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0
264,1,26.0,0.0,4458.0,0.0,1157.0,262.0,1,0,0,0,0,0
265,1,17.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0
266,1,43.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0
267,1,9.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
268,1,40.0,0.0,6500.0,88.0,1090.0,0.0,1,0,0,1,0,0
269,1,50.0,0.0,0.0,0.0,311.1387779083431,0.0,1,0,0,1,1,0
270,1,24.0,90.0,2.0,1324.0,17.0,0.0,0,0,0,1,0,0
271,1,57.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0
272,0,16.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0
273,0,23.0,0.0,0.0,15.0,0.0,1370.0,0,0,0,1,0,0
274,1,23.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,1,0
275,0,28.0,0.0,422.0,0.0,1851.0,5166.0,1,0,0,1,0,0
276,0,23.0,0.0,584.0,0.0,20.0,2469.0,1,0,0,0,0,0
277,0,23.0,368.0,175.0,259.0,1.0,101.0,0,0,0,1,0,0
278,1,18.0,0.0,0.0,1359.0,0.0,0.0,0,0,0,1,0,0
279,0,18.0,1194.0,0.0,157.0,6.0,0.0,0,0,0,1,0,0
280,0,67.0,224.687617481203,230.0,0.0,4476.0,241.0,1,0,0,1,0,0
281,1,60.0,7.0,540.0,1.0,0.0,4.0,0,0,1,0,0,0
282,1,28.82793046746535,0.0,0.0,173.72916912197996,0.0,0.0,0,0,0,0,1,0
283,1,49.0,331.0,0.0,0.0,318.0,0.0,0,0,0,0,0,0
284,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
285,0,26.0,386.0,0.0,74.0,0.0,1330.0,0,0,0,0,0,0
286,1,35.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0
287,1,24.0,0.0,2628.0,173.72916912197996,170.0,0.0,1,0,0,1,0,0
288,1,20.0,0.0,0.0,0.0,0.0,304.8547912992357,1,0,0,1,1,0
289,0,18.0,0.0,2.0,0.0,311.1387779083431,0.0,0,0,0,1,0,0
290,0,21.0,0.0,5.0,3.0,0.0,304.8547912992357,0,0,0,1,0,0
291,0,59.0,1018.0,0.0,209.0,0.0,0.0,0,1,0,1,0,1
292,0,13.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0
293,0,43.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0
294,0,29.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0
295,1,19.0,17.0,0.0,784.0,0.0,2.0,0,0,0,1,0,0
296,1,2.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0
297,1,32.0,247.0,4651.0,0.0,46.0,202.0,1,0,0,1,0,0
298,0,33.0,443.0,317.0,0.0,148.0,1260.0,1,0,0,1,0,0
299,0,25.0,0.0,0.0,251.0,0.0,552.0,0,0,0,1,0,0
300,1,29.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0
301,0,29.0,5715.0,2.0,211.0,1476.0,0.0,0,1,0,1,0,0
302,0,44.0,695.0,1.0,16.0,0.0,0.0,0,0,0,1,0,0
303,1,2.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0
304,1,19.0,417.0,349.0,634.0,3.0,1057.0,0,1,0,1,0,0
305,1,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0
306,1,18.0,0.0,0.0,173.72916912197996,0.0,0.0,0,0,0,1,1,0
307,1,38.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0
308,0,5.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0
309,0,31.0,121.0,0.0,0.0,274.0,907.0,0,0,1,0,0,0
310,0,30.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,1,0
311,1,15.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0
312,0,27.0,434.0,0.0,1434.0,0.0,0.0,0,1,0,1,0,0
313,1,22.0,142.0,2876.0,202.0,3.0,0.0,0,1,0,1,0,0
314,1,36.0,520.0,0.0,1865.0,0.0,0.0,0,1,0,1,1,0
315,1,14.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0
316,0,23.0,2001.0,0.0,2975.0,0.0,0.0,0,1,0,1,0,0
317,1,18.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0
318,1,36.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0
319,0,41.0,224.687617481203,1198.0,0.0,124.0,572.0,0,0,0,1,0,0
320,1,50.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0
321,1,32.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0
322,0,26.0,148.0,0.0,453.0,0.0,88.0,0,0,1,0,0,0
323,0,15.0,358.0,212.0,33.0,0.0,112.0,0,0,0,1,0,0
324,1,33.0,0.0,36.0,0.0,280.0,417.0,0,0,0,0,0,0
325,0,28.82793046746535,0.0,0.0,0.0,685.0,21.0,0,0,0,0,0,0
326,0,26.0,2832.0,107.0,4447.0,15.0,4.0,0,1,0,1,0,0
327,1,61.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,1,0
328,1,24.0,0.0,0.0,592.0,177.0,58.0,0,0,0,1,0,0
329,0,30.0,0.0,95.0,0.0,441.0,1023.0,0,0,0,1,0,0
330,1,24.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,1,0
331,0,24.0,0.0,5.0,0.0,2766.0,0.0,0,0,0,1,0,0
332,0,41.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0
333,0,20.0,0.0,0.0,558.0,0.0,230.0,0,0,0,1,0,0
334,1,22.0,116.0,0.0,786.0,6.0,0.0,0,0,0,1,0,0
335,0,63.0,0.0,1068.0,0.0,176.0,8188.0,1,0,0,0,0,0
336,0,18.0,17.0,215.0,4.0,5132.0,697.0,1,0,0,0,0,0
